group,status,pot_id,day,angle,rgb_path,vnir_path,vnir_800nm_path,vnir_1000nm_path
Pepper\I\Virus,V,10,16,15,Datasets/TOBRFV-LMID/RGB/Pepper/I/Virus/V_16_RGB_15_10.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Virus/V_16_VNIR_15_10.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Virus/V_16_VNIR_800nm_15_10.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Virus/V_16_VNIR_1000nm_15_10.png
Pepper\I\Virus,V,11,16,15,Datasets/TOBRFV-LMID/RGB/Pepper/I/Virus/V_16_RGB_15_11.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Virus/V_16_VNIR_15_11.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Virus/V_16_VNIR_800nm_15_11.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Virus/V_16_VNIR_1000nm_15_11.png
Pepper\I\Virus,V,12,16,15,Datasets/TOBRFV-LMID/RGB/Pepper/I/Virus/V_16_RGB_15_12.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Virus/V_16_VNIR_15_12.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Virus/V_16_VNIR_800nm_15_12.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Virus/V_16_VNIR_1000nm_15_12.png
Pepper\I\Virus,V,13,16,15,Datasets/TOBRFV-LMID/RGB/Pepper/I/Virus/V_16_RGB_15_13.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Virus/V_16_VNIR_15_13.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Virus/V_16_VNIR_800nm_15_13.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Virus/V_16_VNIR_1000nm_15_13.png
Pepper\I\Virus,V,14,16,15,Datasets/TOBRFV-LMID/RGB/Pepper/I/Virus/V_16_RGB_15_14.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Virus/V_16_VNIR_15_14.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Virus/V_16_VNIR_800nm_15_14.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Virus/V_16_VNIR_1000nm_15_14.png
Pepper\I\Virus,V,15,16,15,Datasets/TOBRFV-LMID/RGB/Pepper/I/Virus/V_16_RGB_15_15.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Virus/V_16_VNIR_15_15.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Virus/V_16_VNIR_800nm_15_15.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Virus/V_16_VNIR_1000nm_15_15.png
Pepper\I\Virus,V,16,16,15,Datasets/TOBRFV-LMID/RGB/Pepper/I/Virus/V_16_RGB_15_16.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Virus/V_16_VNIR_15_16.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Virus/V_16_VNIR_800nm_15_16.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Virus/V_16_VNIR_1000nm_15_16.png
Pepper\I\Virus,V,17,16,15,Datasets/TOBRFV-LMID/RGB/Pepper/I/Virus/V_16_RGB_15_17.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Virus/V_16_VNIR_15_17.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Virus/V_16_VNIR_800nm_15_17.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Virus/V_16_VNIR_1000nm_15_17.png
Pepper\I\Virus,V,18,16,15,Datasets/TOBRFV-LMID/RGB/Pepper/I/Virus/V_16_RGB_15_18.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Virus/V_16_VNIR_15_18.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Virus/V_16_VNIR_800nm_15_18.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Virus/V_16_VNIR_1000nm_15_18.png
Pepper\I\Virus,V,19,16,15,Datasets/TOBRFV-LMID/RGB/Pepper/I/Virus/V_16_RGB_15_19.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Virus/V_16_VNIR_15_19.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Virus/V_16_VNIR_800nm_15_19.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Virus/V_16_VNIR_1000nm_15_19.png
Pepper\I\Virus,V,20,16,15,Datasets/TOBRFV-LMID/RGB/Pepper/I/Virus/V_16_RGB_15_20.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Virus/V_16_VNIR_15_20.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Virus/V_16_VNIR_800nm_15_20.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Virus/V_16_VNIR_1000nm_15_20.png
Pepper\I\Virus,V,21,16,15,Datasets/TOBRFV-LMID/RGB/Pepper/I/Virus/V_16_RGB_15_21.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Virus/V_16_VNIR_15_21.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Virus/V_16_VNIR_800nm_15_21.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Virus/V_16_VNIR_1000nm_15_21.png
Pepper\I\Virus,V,22,16,15,Datasets/TOBRFV-LMID/RGB/Pepper/I/Virus/V_16_RGB_15_22.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Virus/V_16_VNIR_15_22.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Virus/V_16_VNIR_800nm_15_22.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Virus/V_16_VNIR_1000nm_15_22.png
Pepper\I\Virus,V,23,16,15,Datasets/TOBRFV-LMID/RGB/Pepper/I/Virus/V_16_RGB_15_23.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Virus/V_16_VNIR_15_23.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Virus/V_16_VNIR_800nm_15_23.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Virus/V_16_VNIR_1000nm_15_23.png
Pepper\I\Virus,V,24,16,15,Datasets/TOBRFV-LMID/RGB/Pepper/I/Virus/V_16_RGB_15_24.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Virus/V_16_VNIR_15_24.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Virus/V_16_VNIR_800nm_15_24.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Virus/V_16_VNIR_1000nm_15_24.png
Pepper\I\Virus,V,25,16,15,Datasets/TOBRFV-LMID/RGB/Pepper/I/Virus/V_16_RGB_15_25.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Virus/V_16_VNIR_15_25.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Virus/V_16_VNIR_800nm_15_25.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Virus/V_16_VNIR_1000nm_15_25.png
Pepper\I\Virus,V,26,16,15,Datasets/TOBRFV-LMID/RGB/Pepper/I/Virus/V_16_RGB_15_26.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Virus/V_16_VNIR_15_26.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Virus/V_16_VNIR_800nm_15_26.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Virus/V_16_VNIR_1000nm_15_26.png
Pepper\I\Virus,V,27,16,15,Datasets/TOBRFV-LMID/RGB/Pepper/I/Virus/V_16_RGB_15_27.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Virus/V_16_VNIR_15_27.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Virus/V_16_VNIR_800nm_15_27.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Virus/V_16_VNIR_1000nm_15_27.png
Pepper\I\Virus,V,28,16,15,Datasets/TOBRFV-LMID/RGB/Pepper/I/Virus/V_16_RGB_15_28.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Virus/V_16_VNIR_15_28.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Virus/V_16_VNIR_800nm_15_28.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Virus/V_16_VNIR_1000nm_15_28.png
Pepper\I\Virus,V,29,16,15,Datasets/TOBRFV-LMID/RGB/Pepper/I/Virus/V_16_RGB_15_29.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Virus/V_16_VNIR_15_29.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Virus/V_16_VNIR_800nm_15_29.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Virus/V_16_VNIR_1000nm_15_29.png
Pepper\I\Virus,V,30,16,15,Datasets/TOBRFV-LMID/RGB/Pepper/I/Virus/V_16_RGB_15_30.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Virus/V_16_VNIR_15_30.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Virus/V_16_VNIR_800nm_15_30.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Virus/V_16_VNIR_1000nm_15_30.png
Pepper\I\Virus,V,31,16,15,Datasets/TOBRFV-LMID/RGB/Pepper/I/Virus/V_16_RGB_15_31.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Virus/V_16_VNIR_15_31.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Virus/V_16_VNIR_800nm_15_31.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Virus/V_16_VNIR_1000nm_15_31.png
Pepper\I\Virus,V,32,16,15,Datasets/TOBRFV-LMID/RGB/Pepper/I/Virus/V_16_RGB_15_32.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Virus/V_16_VNIR_15_32.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Virus/V_16_VNIR_800nm_15_32.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Virus/V_16_VNIR_1000nm_15_32.png
Pepper\I\Virus,V,33,16,15,Datasets/TOBRFV-LMID/RGB/Pepper/I/Virus/V_16_RGB_15_33.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Virus/V_16_VNIR_15_33.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Virus/V_16_VNIR_800nm_15_33.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Virus/V_16_VNIR_1000nm_15_33.png
Pepper\I\Virus,V,34,16,15,Datasets/TOBRFV-LMID/RGB/Pepper/I/Virus/V_16_RGB_15_34.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Virus/V_16_VNIR_15_34.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Virus/V_16_VNIR_800nm_15_34.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Virus/V_16_VNIR_1000nm_15_34.png
Pepper\I\Virus,V,35,16,15,Datasets/TOBRFV-LMID/RGB/Pepper/I/Virus/V_16_RGB_15_35.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Virus/V_16_VNIR_15_35.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Virus/V_16_VNIR_800nm_15_35.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Virus/V_16_VNIR_1000nm_15_35.png
Pepper\I\Virus,V,36,16,15,Datasets/TOBRFV-LMID/RGB/Pepper/I/Virus/V_16_RGB_15_36.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Virus/V_16_VNIR_15_36.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Virus/V_16_VNIR_800nm_15_36.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Virus/V_16_VNIR_1000nm_15_36.png
Pepper\I\Virus,V,37,16,15,Datasets/TOBRFV-LMID/RGB/Pepper/I/Virus/V_16_RGB_15_37.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Virus/V_16_VNIR_15_37.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Virus/V_16_VNIR_800nm_15_37.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Virus/V_16_VNIR_1000nm_15_37.png
Pepper\I\Virus,V,38,16,15,Datasets/TOBRFV-LMID/RGB/Pepper/I/Virus/V_16_RGB_15_38.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Virus/V_16_VNIR_15_38.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Virus/V_16_VNIR_800nm_15_38.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Virus/V_16_VNIR_1000nm_15_38.png
Pepper\I\Virus,V,39,16,15,Datasets/TOBRFV-LMID/RGB/Pepper/I/Virus/V_16_RGB_15_39.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Virus/V_16_VNIR_15_39.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Virus/V_16_VNIR_800nm_15_39.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Virus/V_16_VNIR_1000nm_15_39.png
Pepper\I\Virus,V,40,16,15,Datasets/TOBRFV-LMID/RGB/Pepper/I/Virus/V_16_RGB_15_40.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Virus/V_16_VNIR_15_40.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Virus/V_16_VNIR_800nm_15_40.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Virus/V_16_VNIR_1000nm_15_40.png
Pepper\I\Virus,V,41,16,15,Datasets/TOBRFV-LMID/RGB/Pepper/I/Virus/V_16_RGB_15_41.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Virus/V_16_VNIR_15_41.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Virus/V_16_VNIR_800nm_15_41.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Virus/V_16_VNIR_1000nm_15_41.png
Pepper\I\Virus,V,42,16,15,Datasets/TOBRFV-LMID/RGB/Pepper/I/Virus/V_16_RGB_15_42.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Virus/V_16_VNIR_15_42.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Virus/V_16_VNIR_800nm_15_42.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Virus/V_16_VNIR_1000nm_15_42.png
Pepper\I\Virus,V,43,16,15,Datasets/TOBRFV-LMID/RGB/Pepper/I/Virus/V_16_RGB_15_43.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Virus/V_16_VNIR_15_43.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Virus/V_16_VNIR_800nm_15_43.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Virus/V_16_VNIR_1000nm_15_43.png
Pepper\I\Virus,V,44,16,15,Datasets/TOBRFV-LMID/RGB/Pepper/I/Virus/V_16_RGB_15_44.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Virus/V_16_VNIR_15_44.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Virus/V_16_VNIR_800nm_15_44.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Virus/V_16_VNIR_1000nm_15_44.png
Pepper\I\Virus,V,45,16,15,Datasets/TOBRFV-LMID/RGB/Pepper/I/Virus/V_16_RGB_15_45.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Virus/V_16_VNIR_15_45.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Virus/V_16_VNIR_800nm_15_45.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Virus/V_16_VNIR_1000nm_15_45.png
Pepper\I\Virus,V,2,17,0,Datasets/TOBRFV-LMID/RGB/Pepper/I/Virus/V_17_RGB_0_2.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Virus/V_17_VNIR_0_2.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Virus/V_17_VNIR_800nm_0_2.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Virus/V_17_VNIR_1000nm_0_2.png
Pepper\I\Virus,V,4,17,0,Datasets/TOBRFV-LMID/RGB/Pepper/I/Virus/V_17_RGB_0_4.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Virus/V_17_VNIR_0_4.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Virus/V_17_VNIR_800nm_0_4.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Virus/V_17_VNIR_1000nm_0_4.png
Pepper\I\Virus,V,5,17,0,Datasets/TOBRFV-LMID/RGB/Pepper/I/Virus/V_17_RGB_0_5.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Virus/V_17_VNIR_0_5.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Virus/V_17_VNIR_800nm_0_5.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Virus/V_17_VNIR_1000nm_0_5.png
Pepper\I\Virus,V,6,17,0,Datasets/TOBRFV-LMID/RGB/Pepper/I/Virus/V_17_RGB_0_6.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Virus/V_17_VNIR_0_6.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Virus/V_17_VNIR_800nm_0_6.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Virus/V_17_VNIR_1000nm_0_6.png
Pepper\I\Virus,V,7,17,0,Datasets/TOBRFV-LMID/RGB/Pepper/I/Virus/V_17_RGB_0_7.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Virus/V_17_VNIR_0_7.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Virus/V_17_VNIR_800nm_0_7.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Virus/V_17_VNIR_1000nm_0_7.png
Pepper\I\Virus,V,8,17,0,Datasets/TOBRFV-LMID/RGB/Pepper/I/Virus/V_17_RGB_0_8.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Virus/V_17_VNIR_0_8.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Virus/V_17_VNIR_800nm_0_8.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Virus/V_17_VNIR_1000nm_0_8.png
Pepper\I\Virus,V,9,17,0,Datasets/TOBRFV-LMID/RGB/Pepper/I/Virus/V_17_RGB_0_9.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Virus/V_17_VNIR_0_9.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Virus/V_17_VNIR_800nm_0_9.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Virus/V_17_VNIR_1000nm_0_9.png
Pepper\I\Virus,V,12,17,0,Datasets/TOBRFV-LMID/RGB/Pepper/I/Virus/V_17_RGB_0_12.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Virus/V_17_VNIR_0_12.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Virus/V_17_VNIR_800nm_0_12.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Virus/V_17_VNIR_1000nm_0_12.png
Pepper\I\Virus,V,13,17,0,Datasets/TOBRFV-LMID/RGB/Pepper/I/Virus/V_17_RGB_0_13.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Virus/V_17_VNIR_0_13.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Virus/V_17_VNIR_800nm_0_13.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Virus/V_17_VNIR_1000nm_0_13.png
Pepper\I\Virus,V,14,17,0,Datasets/TOBRFV-LMID/RGB/Pepper/I/Virus/V_17_RGB_0_14.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Virus/V_17_VNIR_0_14.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Virus/V_17_VNIR_800nm_0_14.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Virus/V_17_VNIR_1000nm_0_14.png
Pepper\I\Virus,V,15,17,0,Datasets/TOBRFV-LMID/RGB/Pepper/I/Virus/V_17_RGB_0_15.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Virus/V_17_VNIR_0_15.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Virus/V_17_VNIR_800nm_0_15.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Virus/V_17_VNIR_1000nm_0_15.png
Pepper\I\Virus,V,16,17,0,Datasets/TOBRFV-LMID/RGB/Pepper/I/Virus/V_17_RGB_0_16.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Virus/V_17_VNIR_0_16.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Virus/V_17_VNIR_800nm_0_16.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Virus/V_17_VNIR_1000nm_0_16.png
Pepper\I\Virus,V,17,17,0,Datasets/TOBRFV-LMID/RGB/Pepper/I/Virus/V_17_RGB_0_17.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Virus/V_17_VNIR_0_17.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Virus/V_17_VNIR_800nm_0_17.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Virus/V_17_VNIR_1000nm_0_17.png
Pepper\I\Virus,V,18,17,0,Datasets/TOBRFV-LMID/RGB/Pepper/I/Virus/V_17_RGB_0_18.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Virus/V_17_VNIR_0_18.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Virus/V_17_VNIR_800nm_0_18.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Virus/V_17_VNIR_1000nm_0_18.png
Pepper\I\Virus,V,19,17,0,Datasets/TOBRFV-LMID/RGB/Pepper/I/Virus/V_17_RGB_0_19.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Virus/V_17_VNIR_0_19.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Virus/V_17_VNIR_800nm_0_19.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Virus/V_17_VNIR_1000nm_0_19.png
Pepper\I\Virus,V,20,17,0,Datasets/TOBRFV-LMID/RGB/Pepper/I/Virus/V_17_RGB_0_20.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Virus/V_17_VNIR_0_20.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Virus/V_17_VNIR_800nm_0_20.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Virus/V_17_VNIR_1000nm_0_20.png
Pepper\I\Virus,V,21,17,0,Datasets/TOBRFV-LMID/RGB/Pepper/I/Virus/V_17_RGB_0_21.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Virus/V_17_VNIR_0_21.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Virus/V_17_VNIR_800nm_0_21.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Virus/V_17_VNIR_1000nm_0_21.png
Pepper\I\Virus,V,22,17,0,Datasets/TOBRFV-LMID/RGB/Pepper/I/Virus/V_17_RGB_0_22.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Virus/V_17_VNIR_0_22.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Virus/V_17_VNIR_800nm_0_22.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Virus/V_17_VNIR_1000nm_0_22.png
Pepper\I\Virus,V,23,17,0,Datasets/TOBRFV-LMID/RGB/Pepper/I/Virus/V_17_RGB_0_23.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Virus/V_17_VNIR_0_23.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Virus/V_17_VNIR_800nm_0_23.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Virus/V_17_VNIR_1000nm_0_23.png
Pepper\I\Virus,V,24,17,0,Datasets/TOBRFV-LMID/RGB/Pepper/I/Virus/V_17_RGB_0_24.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Virus/V_17_VNIR_0_24.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Virus/V_17_VNIR_800nm_0_24.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Virus/V_17_VNIR_1000nm_0_24.png
Pepper\I\Virus,V,25,17,0,Datasets/TOBRFV-LMID/RGB/Pepper/I/Virus/V_17_RGB_0_25.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Virus/V_17_VNIR_0_25.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Virus/V_17_VNIR_800nm_0_25.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Virus/V_17_VNIR_1000nm_0_25.png
Pepper\I\Virus,V,26,17,0,Datasets/TOBRFV-LMID/RGB/Pepper/I/Virus/V_17_RGB_0_26.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Virus/V_17_VNIR_0_26.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Virus/V_17_VNIR_800nm_0_26.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Virus/V_17_VNIR_1000nm_0_26.png
Pepper\I\Virus,V,27,17,0,Datasets/TOBRFV-LMID/RGB/Pepper/I/Virus/V_17_RGB_0_27.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Virus/V_17_VNIR_0_27.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Virus/V_17_VNIR_800nm_0_27.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Virus/V_17_VNIR_1000nm_0_27.png
Pepper\I\Virus,V,28,17,0,Datasets/TOBRFV-LMID/RGB/Pepper/I/Virus/V_17_RGB_0_28.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Virus/V_17_VNIR_0_28.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Virus/V_17_VNIR_800nm_0_28.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Virus/V_17_VNIR_1000nm_0_28.png
Pepper\I\Virus,V,29,17,0,Datasets/TOBRFV-LMID/RGB/Pepper/I/Virus/V_17_RGB_0_29.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Virus/V_17_VNIR_0_29.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Virus/V_17_VNIR_800nm_0_29.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Virus/V_17_VNIR_1000nm_0_29.png
Pepper\I\Virus,V,30,17,0,Datasets/TOBRFV-LMID/RGB/Pepper/I/Virus/V_17_RGB_0_30.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Virus/V_17_VNIR_0_30.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Virus/V_17_VNIR_800nm_0_30.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Virus/V_17_VNIR_1000nm_0_30.png
