sample_id,group,label,plant,experiment,rgb_path,vnir_path,vnir_800nm_path,vnir_1000nm_path
V_20_0_3,Pepper\I\Virus,Virus,Pepper,I,Datasets/TOBRFV-LMID/RGB/Pepper/I/Virus/V_20_RGB_0_3.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Virus/V_20_VNIR_0_3.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Virus/V_20_VNIR_800nm_0_3.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Virus/V_20_VNIR_1000nm_0_3.png
V_20_0_31,Pepper\I\Virus,Virus,Pepper,I,Datasets/TOBRFV-LMID/RGB/Pepper/I/Virus/V_20_RGB_0_31.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Virus/V_20_VNIR_0_31.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Virus/V_20_VNIR_800nm_0_31.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Virus/V_20_VNIR_1000nm_0_31.png
V_20_0_32,Pepper\I\Virus,Virus,Pepper,I,Datasets/TOBRFV-LMID/RGB/Pepper/I/Virus/V_20_RGB_0_32.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Virus/V_20_VNIR_0_32.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Virus/V_20_VNIR_800nm_0_32.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Virus/V_20_VNIR_1000nm_0_32.png
V_20_0_33,Pepper\I\Virus,Virus,Pepper,I,Datasets/TOBRFV-LMID/RGB/Pepper/I/Virus/V_20_RGB_0_33.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Virus/V_20_VNIR_0_33.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Virus/V_20_VNIR_800nm_0_33.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Virus/V_20_VNIR_1000nm_0_33.png
V_20_0_34,Pepper\I\Virus,Virus,Pepper,I,Datasets/TOBRFV-LMID/RGB/Pepper/I/Virus/V_20_RGB_0_34.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Virus/V_20_VNIR_0_34.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Virus/V_20_VNIR_800nm_0_34.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Virus/V_20_VNIR_1000nm_0_34.png
V_20_0_36,Pepper\I\Virus,Virus,Pepper,I,Datasets/TOBRFV-LMID/RGB/Pepper/I/Virus/V_20_RGB_0_36.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Virus/V_20_VNIR_0_36.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Virus/V_20_VNIR_800nm_0_36.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Virus/V_20_VNIR_1000nm_0_36.png
V_20_0_39,Pepper\I\Virus,Virus,Pepper,I,Datasets/TOBRFV-LMID/RGB/Pepper/I/Virus/V_20_RGB_0_39.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Virus/V_20_VNIR_0_39.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Virus/V_20_VNIR_800nm_0_39.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Virus/V_20_VNIR_1000nm_0_39.png
V_20_0_4,Pepper\I\Virus,Virus,Pepper,I,Datasets/TOBRFV-LMID/RGB/Pepper/I/Virus/V_20_RGB_0_4.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Virus/V_20_VNIR_0_4.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Virus/V_20_VNIR_800nm_0_4.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Virus/V_20_VNIR_1000nm_0_4.png
V_20_0_40,Pepper\I\Virus,Virus,Pepper,I,Datasets/TOBRFV-LMID/RGB/Pepper/I/Virus/V_20_RGB_0_40.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Virus/V_20_VNIR_0_40.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Virus/V_20_VNIR_800nm_0_40.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Virus/V_20_VNIR_1000nm_0_40.png
V_20_0_41,Pepper\I\Virus,Virus,Pepper,I,Datasets/TOBRFV-LMID/RGB/Pepper/I/Virus/V_20_RGB_0_41.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Virus/V_20_VNIR_0_41.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Virus/V_20_VNIR_800nm_0_41.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Virus/V_20_VNIR_1000nm_0_41.png
V_20_0_42,Pepper\I\Virus,Virus,Pepper,I,Datasets/TOBRFV-LMID/RGB/Pepper/I/Virus/V_20_RGB_0_42.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Virus/V_20_VNIR_0_42.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Virus/V_20_VNIR_800nm_0_42.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Virus/V_20_VNIR_1000nm_0_42.png
V_20_0_43,Pepper\I\Virus,Virus,Pepper,I,Datasets/TOBRFV-LMID/RGB/Pepper/I/Virus/V_20_RGB_0_43.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Virus/V_20_VNIR_0_43.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Virus/V_20_VNIR_800nm_0_43.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Virus/V_20_VNIR_1000nm_0_43.png
V_20_0_44,Pepper\I\Virus,Virus,Pepper,I,Datasets/TOBRFV-LMID/RGB/Pepper/I/Virus/V_20_RGB_0_44.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Virus/V_20_VNIR_0_44.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Virus/V_20_VNIR_800nm_0_44.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Virus/V_20_VNIR_1000nm_0_44.png
V_20_0_45,Pepper\I\Virus,Virus,Pepper,I,Datasets/TOBRFV-LMID/RGB/Pepper/I/Virus/V_20_RGB_0_45.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Virus/V_20_VNIR_0_45.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Virus/V_20_VNIR_800nm_0_45.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Virus/V_20_VNIR_1000nm_0_45.png
V_20_0_5,Pepper\I\Virus,Virus,Pepper,I,Datasets/TOBRFV-LMID/RGB/Pepper/I/Virus/V_20_RGB_0_5.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Virus/V_20_VNIR_0_5.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Virus/V_20_VNIR_800nm_0_5.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Virus/V_20_VNIR_1000nm_0_5.png
V_20_0_6,Pepper\I\Virus,Virus,Pepper,I,Datasets/TOBRFV-LMID/RGB/Pepper/I/Virus/V_20_RGB_0_6.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Virus/V_20_VNIR_0_6.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Virus/V_20_VNIR_800nm_0_6.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Virus/V_20_VNIR_1000nm_0_6.png
V_20_0_7,Pepper\I\Virus,Virus,Pepper,I,Datasets/TOBRFV-LMID/RGB/Pepper/I/Virus/V_20_RGB_0_7.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Virus/V_20_VNIR_0_7.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Virus/V_20_VNIR_800nm_0_7.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Virus/V_20_VNIR_1000nm_0_7.png
V_20_0_9,Pepper\I\Virus,Virus,Pepper,I,Datasets/TOBRFV-LMID/RGB/Pepper/I/Virus/V_20_RGB_0_9.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Virus/V_20_VNIR_0_9.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Virus/V_20_VNIR_800nm_0_9.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Virus/V_20_VNIR_1000nm_0_9.png
V_20_15_1,Pepper\I\Virus,Virus,Pepper,I,Datasets/TOBRFV-LMID/RGB/Pepper/I/Virus/V_20_RGB_15_1.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Virus/V_20_VNIR_15_1.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Virus/V_20_VNIR_800nm_15_1.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Virus/V_20_VNIR_1000nm_15_1.png
V_20_15_10,Pepper\I\Virus,Virus,Pepper,I,Datasets/TOBRFV-LMID/RGB/Pepper/I/Virus/V_20_RGB_15_10.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Virus/V_20_VNIR_15_10.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Virus/V_20_VNIR_800nm_15_10.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Virus/V_20_VNIR_1000nm_15_10.png
V_20_15_11,Pepper\I\Virus,Virus,Pepper,I,Datasets/TOBRFV-LMID/RGB/Pepper/I/Virus/V_20_RGB_15_11.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Virus/V_20_VNIR_15_11.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Virus/V_20_VNIR_800nm_15_11.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Virus/V_20_VNIR_1000nm_15_11.png
V_20_15_12,Pepper\I\Virus,Virus,Pepper,I,Datasets/TOBRFV-LMID/RGB/Pepper/I/Virus/V_20_RGB_15_12.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Virus/V_20_VNIR_15_12.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Virus/V_20_VNIR_800nm_15_12.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Virus/V_20_VNIR_1000nm_15_12.png
V_20_15_13,Pepper\I\Virus,Virus,Pepper,I,Datasets/TOBRFV-LMID/RGB/Pepper/I/Virus/V_20_RGB_15_13.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Virus/V_20_VNIR_15_13.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Virus/V_20_VNIR_800nm_15_13.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Virus/V_20_VNIR_1000nm_15_13.png
V_20_15_14,Pepper\I\Virus,Virus,Pepper,I,Datasets/TOBRFV-LMID/RGB/Pepper/I/Virus/V_20_RGB_15_14.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Virus/V_20_VNIR_15_14.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Virus/V_20_VNIR_800nm_15_14.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Virus/V_20_VNIR_1000nm_15_14.png
V_20_15_15,Pepper\I\Virus,Virus,Pepper,I,Datasets/TOBRFV-LMID/RGB/Pepper/I/Virus/V_20_RGB_15_15.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Virus/V_20_VNIR_15_15.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Virus/V_20_VNIR_800nm_15_15.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Virus/V_20_VNIR_1000nm_15_15.png
V_20_15_16,Pepper\I\Virus,Virus,Pepper,I,Datasets/TOBRFV-LMID/RGB/Pepper/I/Virus/V_20_RGB_15_16.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Virus/V_20_VNIR_15_16.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Virus/V_20_VNIR_800nm_15_16.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Virus/V_20_VNIR_1000nm_15_16.png
V_20_15_17,Pepper\I\Virus,Virus,Pepper,I,Datasets/TOBRFV-LMID/RGB/Pepper/I/Virus/V_20_RGB_15_17.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Virus/V_20_VNIR_15_17.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Virus/V_20_VNIR_800nm_15_17.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Virus/V_20_VNIR_1000nm_15_17.png
V_20_15_18,Pepper\I\Virus,Virus,Pepper,I,Datasets/TOBRFV-LMID/RGB/Pepper/I/Virus/V_20_RGB_15_18.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Virus/V_20_VNIR_15_18.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Virus/V_20_VNIR_800nm_15_18.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Virus/V_20_VNIR_1000nm_15_18.png
V_20_15_19,Pepper\I\Virus,Virus,Pepper,I,Datasets/TOBRFV-LMID/RGB/Pepper/I/Virus/V_20_RGB_15_19.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Virus/V_20_VNIR_15_19.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Virus/V_20_VNIR_800nm_15_19.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Virus/V_20_VNIR_1000nm_15_19.png
V_20_15_2,Pepper\I\Virus,Virus,Pepper,I,Datasets/TOBRFV-LMID/RGB/Pepper/I/Virus/V_20_RGB_15_2.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Virus/V_20_VNIR_15_2.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Virus/V_20_VNIR_800nm_15_2.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Virus/V_20_VNIR_1000nm_15_2.png
V_20_15_20,Pepper\I\Virus,Virus,Pepper,I,Datasets/TOBRFV-LMID/RGB/Pepper/I/Virus/V_20_RGB_15_20.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Virus/V_20_VNIR_15_20.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Virus/V_20_VNIR_800nm_15_20.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Virus/V_20_VNIR_1000nm_15_20.png
V_20_15_21,Pepper\I\Virus,Virus,Pepper,I,Datasets/TOBRFV-LMID/RGB/Pepper/I/Virus/V_20_RGB_15_21.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Virus/V_20_VNIR_15_21.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Virus/V_20_VNIR_800nm_15_21.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Virus/V_20_VNIR_1000nm_15_21.png
V_20_15_22,Pepper\I\Virus,Virus,Pepper,I,Datasets/TOBRFV-LMID/RGB/Pepper/I/Virus/V_20_RGB_15_22.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Virus/V_20_VNIR_15_22.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Virus/V_20_VNIR_800nm_15_22.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Virus/V_20_VNIR_1000nm_15_22.png
V_20_15_23,Pepper\I\Virus,Virus,Pepper,I,Datasets/TOBRFV-LMID/RGB/Pepper/I/Virus/V_20_RGB_15_23.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Virus/V_20_VNIR_15_23.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Virus/V_20_VNIR_800nm_15_23.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Virus/V_20_VNIR_1000nm_15_23.png
V_20_15_24,Pepper\I\Virus,Virus,Pepper,I,Datasets/TOBRFV-LMID/RGB/Pepper/I/Virus/V_20_RGB_15_24.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Virus/V_20_VNIR_15_24.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Virus/V_20_VNIR_800nm_15_24.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Virus/V_20_VNIR_1000nm_15_24.png
V_20_15_25,Pepper\I\Virus,Virus,Pepper,I,Datasets/TOBRFV-LMID/RGB/Pepper/I/Virus/V_20_RGB_15_25.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Virus/V_20_VNIR_15_25.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Virus/V_20_VNIR_800nm_15_25.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Virus/V_20_VNIR_1000nm_15_25.png
V_20_15_26,Pepper\I\Virus,Virus,Pepper,I,Datasets/TOBRFV-LMID/RGB/Pepper/I/Virus/V_20_RGB_15_26.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Virus/V_20_VNIR_15_26.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Virus/V_20_VNIR_800nm_15_26.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Virus/V_20_VNIR_1000nm_15_26.png
V_20_15_29,Pepper\I\Virus,Virus,Pepper,I,Datasets/TOBRFV-LMID/RGB/Pepper/I/Virus/V_20_RGB_15_29.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Virus/V_20_VNIR_15_29.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Virus/V_20_VNIR_800nm_15_29.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Virus/V_20_VNIR_1000nm_15_29.png
V_20_15_3,Pepper\I\Virus,Virus,Pepper,I,Datasets/TOBRFV-LMID/RGB/Pepper/I/Virus/V_20_RGB_15_3.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Virus/V_20_VNIR_15_3.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Virus/V_20_VNIR_800nm_15_3.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Virus/V_20_VNIR_1000nm_15_3.png
V_20_15_30,Pepper\I\Virus,Virus,Pepper,I,Datasets/TOBRFV-LMID/RGB/Pepper/I/Virus/V_20_RGB_15_30.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Virus/V_20_VNIR_15_30.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Virus/V_20_VNIR_800nm_15_30.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Virus/V_20_VNIR_1000nm_15_30.png
V_20_15_31,Pepper\I\Virus,Virus,Pepper,I,Datasets/TOBRFV-LMID/RGB/Pepper/I/Virus/V_20_RGB_15_31.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Virus/V_20_VNIR_15_31.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Virus/V_20_VNIR_800nm_15_31.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Virus/V_20_VNIR_1000nm_15_31.png
V_20_15_32,Pepper\I\Virus,Virus,Pepper,I,Datasets/TOBRFV-LMID/RGB/Pepper/I/Virus/V_20_RGB_15_32.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Virus/V_20_VNIR_15_32.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Virus/V_20_VNIR_800nm_15_32.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Virus/V_20_VNIR_1000nm_15_32.png
V_20_15_33,Pepper\I\Virus,Virus,Pepper,I,Datasets/TOBRFV-LMID/RGB/Pepper/I/Virus/V_20_RGB_15_33.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Virus/V_20_VNIR_15_33.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Virus/V_20_VNIR_800nm_15_33.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Virus/V_20_VNIR_1000nm_15_33.png
V_20_15_34,Pepper\I\Virus,Virus,Pepper,I,Datasets/TOBRFV-LMID/RGB/Pepper/I/Virus/V_20_RGB_15_34.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Virus/V_20_VNIR_15_34.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Virus/V_20_VNIR_800nm_15_34.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Virus/V_20_VNIR_1000nm_15_34.png
V_20_15_35,Pepper\I\Virus,Virus,Pepper,I,Datasets/TOBRFV-LMID/RGB/Pepper/I/Virus/V_20_RGB_15_35.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Virus/V_20_VNIR_15_35.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Virus/V_20_VNIR_800nm_15_35.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Virus/V_20_VNIR_1000nm_15_35.png
V_20_15_36,Pepper\I\Virus,Virus,Pepper,I,Datasets/TOBRFV-LMID/RGB/Pepper/I/Virus/V_20_RGB_15_36.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Virus/V_20_VNIR_15_36.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Virus/V_20_VNIR_800nm_15_36.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Virus/V_20_VNIR_1000nm_15_36.png
V_20_15_39,Pepper\I\Virus,Virus,Pepper,I,Datasets/TOBRFV-LMID/RGB/Pepper/I/Virus/V_20_RGB_15_39.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Virus/V_20_VNIR_15_39.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Virus/V_20_VNIR_800nm_15_39.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Virus/V_20_VNIR_1000nm_15_39.png
V_20_15_4,Pepper\I\Virus,Virus,Pepper,I,Datasets/TOBRFV-LMID/RGB/Pepper/I/Virus/V_20_RGB_15_4.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Virus/V_20_VNIR_15_4.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Virus/V_20_VNIR_800nm_15_4.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Virus/V_20_VNIR_1000nm_15_4.png
V_20_15_40,Pepper\I\Virus,Virus,Pepper,I,Datasets/TOBRFV-LMID/RGB/Pepper/I/Virus/V_20_RGB_15_40.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Virus/V_20_VNIR_15_40.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Virus/V_20_VNIR_800nm_15_40.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Virus/V_20_VNIR_1000nm_15_40.png
V_20_15_41,Pepper\I\Virus,Virus,Pepper,I,Datasets/TOBRFV-LMID/RGB/Pepper/I/Virus/V_20_RGB_15_41.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Virus/V_20_VNIR_15_41.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Virus/V_20_VNIR_800nm_15_41.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Virus/V_20_VNIR_1000nm_15_41.png
V_20_15_45,Pepper\I\Virus,Virus,Pepper,I,Datasets/TOBRFV-LMID/RGB/Pepper/I/Virus/V_20_RGB_15_45.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Virus/V_20_VNIR_15_45.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Virus/V_20_VNIR_800nm_15_45.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Virus/V_20_VNIR_1000nm_15_45.png
V_20_15_5,Pepper\I\Virus,Virus,Pepper,I,Datasets/TOBRFV-LMID/RGB/Pepper/I/Virus/V_20_RGB_15_5.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Virus/V_20_VNIR_15_5.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Virus/V_20_VNIR_800nm_15_5.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Virus/V_20_VNIR_1000nm_15_5.png
V_20_15_6,Pepper\I\Virus,Virus,Pepper,I,Datasets/TOBRFV-LMID/RGB/Pepper/I/Virus/V_20_RGB_15_6.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Virus/V_20_VNIR_15_6.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Virus/V_20_VNIR_800nm_15_6.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Virus/V_20_VNIR_1000nm_15_6.png
V_20_15_7,Pepper\I\Virus,Virus,Pepper,I,Datasets/TOBRFV-LMID/RGB/Pepper/I/Virus/V_20_RGB_15_7.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Virus/V_20_VNIR_15_7.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Virus/V_20_VNIR_800nm_15_7.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Virus/V_20_VNIR_1000nm_15_7.png
V_21_0_1,Pepper\I\Virus,Virus,Pepper,I,Datasets/TOBRFV-LMID/RGB/Pepper/I/Virus/V_21_RGB_0_1.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Virus/V_21_VNIR_0_1.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Virus/V_21_VNIR_800nm_0_1.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Virus/V_21_VNIR_1000nm_0_1.png
V_21_0_10,Pepper\I\Virus,Virus,Pepper,I,Datasets/TOBRFV-LMID/RGB/Pepper/I/Virus/V_21_RGB_0_10.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Virus/V_21_VNIR_0_10.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Virus/V_21_VNIR_800nm_0_10.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Virus/V_21_VNIR_1000nm_0_10.png
V_21_0_11,Pepper\I\Virus,Virus,Pepper,I,Datasets/TOBRFV-LMID/RGB/Pepper/I/Virus/V_21_RGB_0_11.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Virus/V_21_VNIR_0_11.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Virus/V_21_VNIR_800nm_0_11.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Virus/V_21_VNIR_1000nm_0_11.png
V_21_0_12,Pepper\I\Virus,Virus,Pepper,I,Datasets/TOBRFV-LMID/RGB/Pepper/I/Virus/V_21_RGB_0_12.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Virus/V_21_VNIR_0_12.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Virus/V_21_VNIR_800nm_0_12.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Virus/V_21_VNIR_1000nm_0_12.png
V_21_0_13,Pepper\I\Virus,Virus,Pepper,I,Datasets/TOBRFV-LMID/RGB/Pepper/I/Virus/V_21_RGB_0_13.tiff,Datasets/TOBRFV-LMID/VNIR/Pepper/I/Virus/V_21_VNIR_0_13.png,Datasets/TOBRFV-LMID/VNIR_800nm/Pepper/I/Virus/V_21_VNIR_800nm_0_13.png,Datasets/TOBRFV-LMID/VNIR_1000nm/Pepper/I/Virus/V_21_VNIR_1000nm_0_13.png
